Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Accede_to_demands_for_rights(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Accede_to_demands_for_change_in_policy(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Accede_to_demands_for_change_in_leadership(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Accede_to_demands_for_change_in_institutions,_regime(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Accede_to_requests_or_demands_for_political_reform(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Declare_truce,_ceasefire(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demobilize_armed_forces(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Engage_in_negotiation(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Sign_formal_agreement(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Return,_release_person(s)(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Ease_administrative_sanctions(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Ease_economic_sanctions,_boycott,_embargo(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Ease_curfew(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Ease_political_dissent(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Ease_military_blockade(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_ease_administrative_sanctions(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_ease_economic_sanctions,_boycott,_or_embargo(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_institute_political_reform(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_de-escalate_military_engagement(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Yield(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Mediate(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Engage_in_diplomatic_cooperation(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Cooperate_militarily(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Cooperate_economically(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Consult(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Host_a_visit(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Make_a_visit(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Meet_at_a_'third'_location(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Grant_diplomatic_recognition(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Receive_inspectors(X0,X1,T1)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Provide_economic_aid(X0,X1,T1), Cooperate_economically(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Provide_military_aid(X0,X1,T1), Cooperate_militarily(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Provide_military_protection_or_peacekeeping(X0,X1,T1), Receive_deployment_of_peacekeepers(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_military_protection_or_peacekeeping(X0,X1,T1), Receive_deployment_of_peacekeepers(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_material_cooperation(X0,X1,T1), Engage_in_material_cooperation(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_material_cooperation(X0,X1,T1), Engage_in_material_cooperation(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_judicial_cooperation(X0,X1,T1), Engage_in_judicial_cooperation(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_intelligence_cooperation(X0,X1,T1), Share_intelligence_or_information(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_release_of_persons_or_property(X0,X1,T1), Return,_release_person(s)(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_release_of_persons_or_property(X0,X1,T1), Return,_release_property(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_release_of_persons_or_property(X0,X1,T1), Return,_release_person(s)(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_release_of_persons_or_property(X0,X1,T1), Return,_release_property(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_release_persons_or_property(X0,X1,T1), Return,_release_person(s)(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_release_persons_or_property(X0,X1,T1), Return,_release_property(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_that_target_yields(X0,X1,T1), Yield(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_to_yield(X0,X1,T1), Yield(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_yield(X0,X1,T1), Yield(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_settling_of_dispute(X0,X1,T1), Express_intent_to_settle_dispute(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_target_to_allow_international_involvement_(non-mediation)(X0,X1,T1), Receive_inspectors(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_mediation(X0,X1,T1), Express_intent_to_mediate(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_change_in_leadership(X0,X1,T1), Accede_to_demands_for_change_in_leadership(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_change_in_leadership(X0,X1,T1), Accede_to_demands_for_change_in_leadership(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_change_in_institutions,_regime(X0,X1,T1), Accede_to_demands_for_change_in_institutions,_regime(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_change_in_institutions,_regime(X0,X1,T1), Accede_to_demands_for_change_in_institutions,_regime(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_change_in_policy(X0,X1,T1), Accede_to_demands_for_change_in_policy(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_change_in_policy(X0,X1,T1), Accede_to_demands_for_change_in_policy(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_rights(X0,X1,T1), Accede_to_demands_for_rights(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_rights(X0,X1,T1), Accede_to_demands_for_rights(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_political_reform(X0,X1,T1), Accede_to_requests_or_demands_for_political_reform(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_political_reform(X0,X1,T1), Accede_to_requests_or_demands_for_political_reform(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_policy_change(X0,X1,T1), Accede_to_demands_for_change_in_policy(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_policy_change(X0,X1,T1), Accede_to_demands_for_change_in_policy(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_meeting,_negotiation(X0,X1,T1), Engage_in_negotiation(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_to_others_to_meet_or_negotiate(X0,X1,T1), Engage_in_negotiation(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_meet_or_negotiate(X0,X1,T1), Engage_in_negotiation(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T1), Engage_in_diplomatic_cooperation(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T1), Engage_in_diplomatic_cooperation(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T1), Engage_in_diplomatic_cooperation(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_easing_of_administrative_sanctions(X0,X1,T1), Ease_administrative_sanctions(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_easing_of_administrative_sanctions(X0,X1,T1), Ease_administrative_sanctions(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_easing_of_economic_sanctions,_boycott,_embargo(X0,X1,T1), Ease_economic_sanctions,_boycott,_embargo(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_easing_of_economic_sanctions,_boycott,_or_embargo(X0,X1,T1), Ease_economic_sanctions,_boycott,_embargo(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_economic_aid(X0,X1,T1), Provide_economic_aid(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_economic_aid(X0,X1,T1), Provide_economic_aid(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_humanitarian_aid(X0,X1,T1), Provide_humanitarian_aid(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_humanitarian_aid(X0,X1,T1), Provide_humanitarian_aid(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_material_aid(X0,X1,T1), Provide_aid(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_material_cooperation(X0,X1,T1), Provide_aid(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_military_aid(X0,X1,T1), Provide_military_aid(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_military_aid(X0,X1,T1), Provide_military_aid(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_military_protection_or_peacekeeping(X0,X1,T1), Provide_military_protection_or_peacekeeping(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_military_protection_or_peacekeeping(X0,X1,T1), Provide_military_protection_or_peacekeeping(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_intelligence_cooperation(X0,X1,T1), Share_intelligence_or_information(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_intelligence(X0,X1,T1), Share_intelligence_or_information(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_judicial_cooperation(X0,X1,T1), Engage_in_judicial_cooperation(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Appeal_for_judicial_cooperation(X0,X1,T1), Engage_in_judicial_cooperation(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Demand_cooperation_on_intelligence(X0,X1,T1), Share_intelligence_or_information(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_cooperate_on_intelligence(X0,X1,T1), Share_intelligence_or_information(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_cooperate_on_judicial_matters(X0,X1,T1), Engage_in_judicial_cooperation(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_cooperate_economically(X0,X1,T1), Cooperate_economically(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_cooperate_militarily(X0,X1,T1), Cooperate_militarily(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_cooperate(X0,X1,T1), Cooperate_economically(X0,X1,T2)
Ease_state_of_emergency_or_martial_law(X0,X1,T3) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Express_intent_to_cooperate(X0,X1,T1), Cooperate_militarily(X0,X1,T2)
