_Sign_formal_agreement(X0,X1,T1) <- Express_intent_to_cooperate(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Consult(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Host_a_visit(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Make_a_visit(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Engage_in_diplomatic_cooperation(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Engage_in_negotiation(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Provide_economic_aid(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Grant_diplomatic_recognition(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Ease_economic_sanctions,_boycott,_embargo(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Express_intent_to_meet_or_negotiate(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Discuss_by_telephone(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Meet_at_a_'third'_location(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Cooperate_economically(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Praise_or_endorse(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Make_optimistic_comment(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Apologize(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Yield(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Return,_release_person(s)(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Mediate(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Share_intelligence_or_information(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Express_intent_to_settle_dispute(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Declare_truce,_ceasefire(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Provide_humanitarian_aid(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T1) <- Express_intent_to_cooperate_economically(X0,X1,T0)
_Sign_formal_agreement(X0,X1,T2) <- Demand_economic_aid(X0,X1,T0), Demand_economic_aid(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Demand_material_cooperation(X0,X1,T0), Demand_material_cooperation(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Demand_military_aid(X0,X1,T0), Demand_military_aid(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Demand_rights(X0,X1,T0), Demand_rights(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Demand_political_reform(X0,X1,T0), Demand_political_reform(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Demand_release_of_persons_or_property(X0,X1,T0), Demand_release_of_persons_or_property(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Demand_that_target_yields(X0,X1,T0), Demand_that_target_yields(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Demand_change_in_leadership(X0,X1,T0), Demand_change_in_leadership(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Demand_change_in_policy(X0,X1,T0), Demand_change_in_policy(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Demand_change_in_institutions,_regime(X0,X1,T0), Demand_change_in_institutions,_regime(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Demand_mediation(X0,X1,T0), Demand_mediation(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Demand_meeting,_negotiation(X0,X1,T0), Demand_meeting,_negotiation(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Demand_judicial_cooperation(X0,X1,T0), Demand_judicial_cooperation(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Demand_intelligence_cooperation(X0,X1,T0), Demand_intelligence_cooperation(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Demand_material_aid(X0,X1,T0), Demand_material_aid(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Express_intent_to_cooperate_economically(X0,X1,T0), Express_intent_to_cooperate_economically(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Express_intent_to_cooperate_militarily(X0,X1,T0), Express_intent_to_cooperate_militarily(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Express_intent_to_provide_economic_aid(X0,X1,T0), Express_intent_to_provide_economic_aid(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Express_intent_to_provide_humanitarian_aid(X0,X1,T0), Express_intent_to_provide_humanitarian_aid(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Express_intent_to_release_persons_or_property(X0,X1,T0), Express_intent_to_release_persons_or_property(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Appeal_for_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0), Appeal_for_diplomatic_cooperation_(such_as_policy_support)(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Cooperate_economically(X0,X1,T0), Cooperate_economically(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Cooperate_militarily(X0,X1,T0), Cooperate_militarily(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Share_intelligence_or_information(X0,X1,T0), Share_intelligence_or_information(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Mediate(X0,X1,T0), Mediate(X1,X0,T1)
_Sign_formal_agreement(X0,X1,T2) <- Declare_truce,_ceasefire(X0,X1,T0), Declare_truce,_ceasefire(X1,X0,T1)
